,ID,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,NumWebVisitsMonth,Complain,Response,Amount,TotalPurchases,Age,Years_Since_Registration,Cluster_labels
1203,234,Graduation,Divorced,15287.0,1,0,60,7,0,1,31,6,45,11.268993839835728,High
1204,2995,Master,Together,66636.0,0,0,64,1,0,0,1084,17,67,10.417522245037645,Average
1205,1118,Master,Married,50965.0,0,1,87,8,0,0,685,22,68,10.904859685147159,Low
1206,7789,PhD,Married,84618.0,0,0,96,2,0,0,1672,26,59,10.151950718685832,High
1207,3068,Graduation,Married,18351.0,0,0,1,7,0,0,43,6,34,10.217659137577002,Low
1208,8955,PhD,Together,40451.0,0,2,54,5,0,0,49,5,67,9.91649555099247,High
1209,945,Graduation,Together,36317.0,0,1,53,7,0,0,133,9,59,10.655715263518138,Low
1210,5644,Graduation,Together,42213.0,0,1,96,7,0,0,363,15,67,10.102669404517453,High
1211,7192,Graduation,Together,65748.0,0,1,58,1,1,0,545,18,69,10.757015742642025,Low
1212,2324,Graduation,Together,77044.0,0,1,12,4,0,0,1065,31,52,10.223134839151266,High
1213,697,Graduation,Together,74918.0,0,0,78,3,0,0,2047,21,55,10.121834360027378,High
1214,3439,Graduation,Married,56721.0,1,1,64,6,0,0,296,15,52,11.211498973305956,Average
1215,1506,Graduation,Single,42160.0,1,1,26,6,0,1,140,11,49,10.55441478439425,Low
1216,232,Graduation,Single,61559.0,0,1,8,3,0,0,530,17,59,10.50239561943874,Average
1217,8876,PhD,Together,33629.0,1,1,49,9,0,0,152,13,61,11.441478439425051,High
1218,4500,PhD,Together,68682.0,0,0,56,2,0,0,1598,24,33,10.603696098562628,Low
1219,9739,Graduation,Single,34377.0,0,1,55,7,0,0,114,8,61,10.992470910335387,High
1220,10395,Basic,Single,8940.0,1,0,25,8,0,0,101,10,38,11.403148528405202,Low
1221,1176,Graduation,Married,26228.0,1,0,50,8,0,0,25,4,51,10.318959616700889,Average
1222,1627,2n Cycle,Divorced,77297.0,0,0,84,4,0,0,789,22,67,10.973305954825461,Average
1223,938,Graduation,Married,40211.0,1,1,30,8,0,0,87,7,43,10.466803559206022,High
1224,2740,PhD,Widow,33438.0,1,1,81,5,0,0,90,11,66,10.318959616700889,High
1225,257,PhD,Married,75032.0,0,1,74,3,0,0,1215,20,65,10.72142368240931,High
1226,4058,PhD,Single,61284.0,0,0,76,6,0,0,811,22,69,10.102669404517453,Low
1227,7736,Graduation,Married,22518.0,1,0,36,5,0,1,61,7,38,11.236139630390143,High
1228,8210,Master,Married,54730.0,0,1,64,4,0,0,405,18,49,10.42299794661191,Average
1229,833,Master,Married,38452.0,1,1,62,7,0,0,72,9,69,9.801505817932922,Average
1230,6230,Graduation,Divorced,44421.0,1,1,53,8,0,0,189,14,53,10.91854893908282,Average
1231,7325,PhD,Together,38197.0,1,0,86,5,0,0,40,5,38,10.55167693360712,Average
1232,1307,Graduation,Divorced,41986.0,0,1,15,4,0,0,63,10,46,9.374401095140314,Average
1233,1502,Graduation,Together,28427.0,1,0,67,8,0,0,52,7,41,10.825462012320328,Average
1234,6211,PhD,Together,37395.0,1,0,47,6,0,0,39,5,48,9.946611909650924,Low
1235,843,Graduation,Married,64722.0,1,0,47,6,0,0,805,25,53,9.645448323066393,Low
1236,4174,Master,Together,55249.0,0,1,81,3,0,0,130,8,68,9.752224503764545,Average
1237,9757,Graduation,Together,84906.0,0,0,98,2,0,0,1631,24,52,10.770704996577686,High
1238,6918,Graduation,Married,28691.0,1,0,56,8,0,0,34,5,35,10.778918548939084,Average
1239,286,Graduation,Single,44213.0,1,1,48,6,0,0,152,12,72,10.132785763175907,High
1240,11086,Basic,Single,25707.0,1,0,18,7,0,0,21,5,40,9.995893223819301,Average
1241,1921,PhD,Married,59062.0,2,1,74,4,0,0,71,7,57,10.855578370978781,Average
1242,4138,Graduation,Single,76624.0,0,1,68,1,0,0,899,23,62,9.650924024640657,High
1243,7718,Master,Together,66000.0,0,0,36,1,0,0,711,10,77,9.744010951403148,Low
1244,1291,PhD,Together,27683.0,1,0,90,8,0,0,351,16,46,11.775496235455167,Average
1245,6862,Graduation,Divorced,1730.0,0,0,65,20,0,0,8,15,53,9.66735112936345,Low
1246,4136,Basic,Single,7500.0,1,0,63,9,0,0,119,11,32,11.849418206707734,High
1247,803,Graduation,Together,40521.0,1,1,82,5,0,0,21,4,56,10.704996577686517,Low
1248,4298,PhD,Together,20427.0,1,0,63,8,0,0,10,4,51,9.817932922655714,Average
1249,10833,Graduation,Married,65106.0,0,1,55,6,0,0,973,27,49,9.650924024640657,Low
1250,9606,PhD,Married,69969.0,0,0,64,3,0,1,1536,13,59,10.390143737166325,Average
1251,8534,Graduation,Married,67433.0,0,2,51,4,0,0,992,28,72,10.505133470225873,High
1252,5153,PhD,Married,77766.0,0,1,97,6,0,1,1529,34,57,10.899383983572895,Low
1253,961,Graduation,Married,74716.0,0,1,92,4,0,0,860,17,52,10.105407255304586,High
1254,5011,Graduation,Divorced,68118.0,0,1,51,6,0,0,928,23,61,10.247775496235455,Average
1255,6653,PhD,Married,55158.0,1,1,72,7,0,1,418,18,54,11.46611909650924,High
1256,9094,2n Cycle,Married,62972.0,0,1,39,6,0,1,587,16,69,11.860369609856264,Low
1257,810,Graduation,Married,74190.0,0,1,49,2,0,0,641,19,49,9.117043121149898,Average
1258,5493,Graduation,Married,39356.0,1,1,21,6,0,0,23,4,48,9.831622176591376,Low
1259,2147,Graduation,Together,76653.0,0,0,91,2,0,0,2279,23,55,10.420260095824778,Average
1260,5107,PhD,Divorced,35860.0,1,1,37,5,0,0,49,6,51,9.664613278576317,Low
1261,3979,PhD,Divorced,90687.0,0,0,98,2,0,1,1779,17,41,10.655715263518138,High
1262,6049,Master,Together,73450.0,0,0,85,3,0,0,1804,27,42,10.683093771389458,Low
1263,8147,Graduation,Married,31454.0,1,1,40,8,0,0,48,8,64,10.611909650924025,High
1264,1857,Graduation,Single,47139.0,1,1,2,7,0,1,83,7,72,9.623545516769337,High
1265,3910,Graduation,Divorced,83829.0,0,0,78,1,0,1,1862,17,49,10.43668720054757,Low
1266,5207,PhD,Married,53378.0,1,1,41,8,0,1,793,29,61,11.312799452429843,Low
1267,11114,Graduation,Together,19656.0,1,0,94,7,0,0,84,9,54,10.458590006844627,Average
1268,5429,PhD,Married,45579.0,0,1,10,6,0,0,183,10,76,10.40930869267625,Low
1269,9400,2n Cycle,Single,85485.0,0,0,73,2,0,0,1383,19,66,9.574264202600958,High
1270,1740,Graduation,Married,55956.0,0,0,22,4,0,0,999,16,80,9.538672142368242,High
1271,7488,Master,Single,64191.0,0,1,30,3,0,0,825,24,61,10.984257357973991,Low
1272,195,Graduation,Single,38808.0,1,0,21,8,0,1,246,14,52,11.392197125256674,Low
1273,635,Master,Married,57183.0,1,1,51,8,0,0,610,25,58,10.830937713894592,Low
1274,7527,Master,Divorced,23748.0,1,0,97,8,0,0,76,9,56,11.154004106776181,Low
1275,10319,Graduation,Married,66303.0,0,1,56,8,0,0,1286,22,53,10.888432580424366,High
1276,2296,Master,Married,37368.0,1,0,4,6,0,0,30,4,49,10.08624229979466,Low
1277,10637,Graduation,Married,40800.0,1,2,77,7,1,0,99,8,60,11.041752224503764,Average
1278,2931,Graduation,Divorced,71847.0,0,0,95,3,0,0,1192,22,46,11.321013004791238,High
1279,907,Graduation,Married,46149.0,0,1,36,5,0,0,362,18,49,10.132785763175907,Average
1280,3698,Graduation,Together,78687.0,0,0,13,2,0,1,2130,19,41,11.356605065023956,High
1281,9516,2n Cycle,Divorced,49118.0,0,0,90,7,0,1,1229,28,53,11.41409993155373,Low
1282,679,PhD,Married,37633.0,1,1,49,9,0,0,38,6,67,11.323750855578371,Average
1283,7384,Master,Together,39767.0,0,0,18,8,0,0,485,17,73,10.491444216290212,Low
1284,5043,Basic,Married,26997.0,0,0,89,7,0,0,434,13,73,11.685147159479808,Low
1285,5267,Graduation,Divorced,33986.0,1,0,43,7,0,0,44,5,54,10.844626967830253,Average
1286,339,PhD,Married,57091.0,0,1,82,7,0,1,496,18,52,11.148528405201917,Average
1287,2516,2n Cycle,Married,46831.0,1,1,84,4,0,0,78,7,55,10.447638603696099,Low
1288,9010,Master,Married,83151.0,0,0,80,2,0,1,2346,23,52,10.291581108829568,Average
1289,378,Graduation,Married,52531.0,0,0,68,6,0,0,794,21,53,11.047227926078028,Average
1290,4808,Graduation,Married,15759.0,0,0,12,7,0,0,17,4,68,10.691307323750856,Low
1291,5068,Graduation,Single,22804.0,1,0,75,9,0,0,26,5,53,10.464065708418891,Average
1292,7628,2n Cycle,Married,43050.0,1,0,10,5,0,0,76,8,51,9.834360027378509,Low
1293,7128,PhD,Single,42997.0,1,1,91,7,0,0,15,4,47,10.516084873374401,High
1294,2811,PhD,Single,48918.0,1,1,21,4,0,0,62,7,61,9.119780971937029,Low
1295,3551,Master,Together,60033.0,0,1,28,2,0,0,198,10,70,9.804243668720055,Low
1296,1663,PhD,Together,34043.0,1,0,97,9,0,0,49,5,46,10.22861054072553,Low
1297,5543,Graduation,Together,57811.0,0,1,49,5,0,0,802,25,58,10.565366187542779,High
1298,1577,Graduation,Married,78569.0,0,0,14,1,0,1,1736,15,78,9.908281998631075,Average
1299,10641,Graduation,Single,7500.0,1,1,5,6,0,0,57,10,46,11.055441478439425,Low
1301,6024,Graduation,Together,94384.0,0,0,62,2,0,1,2302,18,71,10.789869952087612,High
1302,1878,2n Cycle,Married,23148.0,0,0,83,7,0,0,37,6,39,9.911019849418206,High
1303,3099,Graduation,Divorced,44267.0,1,1,48,9,0,0,310,16,54,10.8911704312115,Average
1304,6055,Graduation,Married,71626.0,0,0,94,3,0,0,1305,19,45,12.016427104722792,High
1305,5841,Graduation,Together,60894.0,0,1,61,7,0,0,832,26,58,10.55441478439425,Low
1306,3972,Graduation,Together,50200.0,1,1,70,8,0,0,401,19,48,10.872005475701574,High
1307,4394,PhD,Married,81051.0,0,0,43,2,0,0,1501,23,59,9.653661875427789,Average
1308,5758,Graduation,Married,65169.0,0,0,23,6,0,1,1189,28,42,10.00684462696783,High
1309,6658,Graduation,Together,59868.0,0,1,37,6,0,0,1194,32,52,10.48870636550308,Low
1310,4603,PhD,Married,65695.0,0,1,50,4,0,0,656,21,64,9.960301163586584,Average
1311,8427,Master,Single,64857.0,0,0,78,4,0,0,1540,23,68,11.148528405201917,Average
1312,10260,Master,Together,45143.0,0,1,74,7,0,0,311,15,59,10.392881587953456,Average
1313,7143,2n Cycle,Together,74805.0,0,1,14,2,0,0,820,26,69,10.600958247775496,Low
1314,8789,2n Cycle,Married,59060.0,1,0,77,4,0,0,274,14,35,9.210130047912388,Average
1315,6197,PhD,Single,27238.0,1,1,39,9,0,0,57,9,62,10.743326488706366,High
1316,4554,Graduation,Together,47009.0,0,1,89,4,0,0,448,17,59,11.017111567419576,Low
1317,4937,2n Cycle,Married,46094.0,1,1,62,7,0,0,44,5,51,9.281314168377824,Low
1318,1920,Graduation,Married,40321.0,1,1,59,7,0,0,102,8,52,10.469541409993155,Low
1319,8749,Graduation,Together,37235.0,1,0,68,4,0,0,61,5,40,10.039698836413416,Low
1320,1650,Master,Married,81843.0,0,0,13,3,0,0,1643,27,64,10.737850787132102,Low
1321,10377,Master,Together,46692.0,0,1,37,6,0,0,397,15,66,10.614647501711156,High
1322,9206,Graduation,Together,77382.0,0,1,36,1,0,0,1121,26,56,9.546885694729637,High
1323,10971,Graduation,Single,37774.0,2,0,28,9,1,1,473,16,47,11.85763175906913,High
1324,6398,Basic,Married,18393.0,1,0,2,8,0,0,50,8,50,9.804243668720055,High
1325,9212,Master,Married,72828.0,0,1,17,7,0,0,1678,28,62,10.921286789869953,Low
1326,7937,Graduation,Married,24711.0,0,0,86,7,0,0,58,7,42,9.749486652977414,Low
1327,839,PhD,Married,45503.0,1,0,54,5,0,0,170,9,49,10.310746064339494,Average
1328,4246,Master,Single,6560.0,0,0,2,17,0,0,373,2,42,10.097193702943189,Average
1329,158,PhD,Together,71604.0,0,0,3,4,0,1,1196,17,79,10.165639972621491,Average
1330,4832,Graduation,Married,27244.0,1,0,84,7,0,0,101,8,45,9.541409993155373,High
1331,5621,Graduation,Married,48752.0,1,1,8,9,0,1,316,17,55,11.096509240246407,Average
1332,1945,Graduation,Married,71434.0,0,1,4,4,0,0,1400,21,62,10.329911019849419,Average
1333,5147,Graduation,Single,90842.0,0,0,57,1,0,0,1424,27,76,10.469541409993155,Average
1334,2535,Master,Married,88097.0,1,0,24,9,0,1,844,20,46,11.41409993155373,High
1335,11039,Graduation,Married,51948.0,0,1,51,5,0,0,311,13,49,10.33264887063655,Low
1336,9495,Graduation,Together,71853.0,0,0,29,1,0,0,1149,17,42,10.45037645448323,Average
1337,9635,Master,Married,35876.0,0,0,13,6,0,0,129,8,41,9.744010951403148,High
1338,2173,Graduation,Widow,40049.0,0,1,23,6,0,0,32,5,72,10.25325119780972,Low
1339,942,Graduation,Single,39660.0,1,0,36,9,0,1,299,14,42,11.441478439425051,High
1340,9386,Graduation,Together,50127.0,0,1,88,6,0,0,320,13,62,9.637234770704996,Low
1341,5510,Master,Married,43263.0,0,1,2,5,0,0,441,16,47,11.154004106776181,Low
1342,873,Master,Married,62845.0,1,1,3,8,0,1,1178,28,75,12.019164955509925,Low
1343,2253,Graduation,Married,18929.0,0,0,15,6,0,0,85,6,34,10.915811088295689,Average
1344,5181,Basic,Single,24367.0,1,0,58,9,0,0,24,4,42,10.82819986310746,Low
1345,979,Graduation,Single,33249.0,1,0,11,6,0,0,112,8,49,10.904859685147159,High
1346,10390,2n Cycle,Married,26887.0,0,1,27,6,0,0,30,5,65,10.291581108829568,Low
1347,4698,PhD,Married,50150.0,0,0,32,5,0,0,410,16,41,10.576317590691307,Average
1348,7793,Graduation,Together,62061.0,0,1,12,6,0,0,800,24,48,10.379192334017796,Low
1349,1745,PhD,Divorced,85696.0,0,0,88,1,0,1,1313,20,62,10.869267624914443,Low
1350,10590,PhD,Together,76542.0,0,0,91,2,0,0,1483,23,68,10.80082135523614,High
1351,5080,Graduation,Single,70515.0,0,0,12,2,0,1,1258,17,31,10.239561943874058,Low
1352,8369,Graduation,Together,18227.0,1,0,21,8,0,0,28,4,37,11.433264887063656,Low
1353,5232,Graduation,Married,69139.0,0,1,23,4,0,0,227,11,59,9.971252566735114,Low
1354,2407,Graduation,Married,69109.0,0,0,10,4,0,1,1555,20,42,11.34839151266256,Low
1355,3834,Graduation,Single,69627.0,0,1,35,5,0,0,861,23,62,10.836413415468858,High
1356,7912,Graduation,Married,38136.0,1,0,69,8,0,0,103,8,46,10.737850787132102,Low
1357,7712,PhD,Single,62159.0,0,0,68,4,0,0,634,19,78,9.722108145106091,Low
1358,1065,Graduation,Single,80695.0,0,0,85,2,0,0,1918,19,61,10.050650239561945,Low
1359,7275,Master,Single,33316.0,1,1,34,6,0,0,131,10,53,10.770704996577686,High
1360,1343,Graduation,Together,58554.0,1,1,55,7,0,0,586,22,56,11.307323750855579,Average
1361,1384,Basic,Married,17256.0,1,0,10,8,0,0,62,7,32,10.149212867898699,High
1362,9967,Graduation,Divorced,53034.0,1,1,30,8,0,0,447,22,50,10.633812457221081,Low
1363,6181,2n Cycle,Together,52203.0,0,0,36,6,0,0,939,27,74,11.463381245722108,Average
1364,10507,2n Cycle,Divorced,59601.0,0,1,14,8,0,0,797,15,47,10.480492813141684,Low
1365,2674,Master,Single,75154.0,0,1,79,3,0,1,1143,16,66,11.772758384668036,High
1366,2698,Graduation,Single,47025.0,0,1,52,6,0,0,415,17,48,10.518822724161533,High
1367,3231,Graduation,Married,37971.0,1,0,97,8,0,0,30,5,51,10.143737166324435,Low
1368,4096,Master,Divorced,41335.0,1,0,24,7,0,0,187,12,56,10.05886379192334,High
1369,10476,Graduation,Married,67267.0,0,1,0,2,0,0,251,11,66,9.681040383299111,Average
1370,5948,Graduation,Single,57338.0,0,1,96,5,0,0,237,12,49,9.71937029431896,Low
1371,9140,2n Cycle,Together,50523.0,1,1,89,6,0,0,91,8,64,10.061601642710473,High
1372,10258,Master,Single,35791.0,2,1,94,8,0,0,35,6,59,10.617385352498289,Average
1373,5675,PhD,Divorced,50611.0,0,1,98,6,0,0,493,22,64,11.770020533880903,Low
1374,4743,PhD,Married,56242.0,0,1,72,6,0,0,971,28,55,10.874743326488707,Low
1375,8805,Graduation,Single,48904.0,0,1,1,8,0,0,371,17,64,11.928815879534566,Average
1376,1542,Graduation,Single,56243.0,1,2,26,5,0,0,396,20,49,10.047912388774812,High
1377,6770,Graduation,Married,21355.0,1,0,5,6,0,1,68,7,39,10.40930869267625,High
1378,8773,Master,Together,57420.0,0,1,22,7,0,0,322,15,53,10.562628336755647,Low
1380,10420,Master,Divorced,46390.0,0,1,56,7,0,0,222,10,69,9.702943189596168,Low
1381,7514,2n Cycle,Together,54342.0,1,1,74,6,0,0,177,12,68,10.863791923340179,Average
1384,793,Graduation,Married,20895.0,1,0,24,9,0,0,45,6,51,11.603011635865846,Average
1385,10909,Graduation,Married,92344.0,0,0,9,1,0,0,1899,20,76,10.004106776180699,Average
1387,8702,2n Cycle,Together,26907.0,1,1,10,7,0,0,22,6,48,10.40930869267625,Average
1388,4791,Graduation,Together,44964.0,1,1,35,8,0,0,41,5,44,11.085557837097879,High
1389,2963,Graduation,Together,75507.0,0,0,56,3,0,0,1440,21,45,9.946611909650924,Low
1390,8216,Master,Married,53761.0,1,1,7,5,0,0,325,17,52,10.184804928131417,High
1391,8140,Graduation,Together,22682.0,1,0,51,4,0,0,95,10,51,10.855578370978781,Low
1392,10146,PhD,Together,38887.0,1,0,17,7,0,0,42,5,52,9.952087611225188,High
1393,5289,2n Cycle,Single,41658.0,1,1,30,4,0,0,72,6,49,11.34839151266256,High
1394,2587,PhD,Married,29791.0,1,0,21,5,0,0,20,7,52,9.675564681724847,High
1395,4405,Master,Married,63915.0,0,2,2,5,0,0,789,23,68,10.466803559206022,Average
1396,8663,Graduation,Divorced,39996.0,1,1,85,6,0,0,15,4,50,9.656399726214921,Average
1397,2589,Graduation,Divorced,26759.0,1,0,65,6,0,0,59,8,52,9.544147843942506,Low
1398,3421,Master,Divorced,63841.0,0,1,64,6,0,0,908,22,56,10.740588637919233,High
1399,10490,PhD,Married,51039.0,1,1,11,7,0,0,417,14,55,11.263518138261464,High
1400,4094,Graduation,Married,60544.0,1,1,92,6,0,0,289,15,63,11.394934976043805,High
1401,9958,Graduation,Married,65685.0,0,1,54,5,0,0,769,21,52,9.804243668720055,Low
1402,2534,Graduation,Married,37716.0,0,1,4,7,0,0,188,10,71,9.741273100616016,High
1403,4188,Graduation,Single,36864.0,0,1,53,8,0,1,354,14,67,11.427789185489392,High
1404,6613,Master,Married,44511.0,1,0,39,8,0,0,727,26,54,11.101984941820671,High
1405,10827,PhD,Married,36947.0,1,1,49,9,0,0,146,11,57,11.526351813826146,High
1406,5491,Master,Together,47352.0,0,1,70,7,0,0,319,16,73,10.20123203285421,Average
1407,8402,Master,Married,67087.0,0,1,40,4,0,0,794,22,71,10.08350444900753,High
1408,8783,Graduation,Married,57045.0,0,1,40,3,0,0,454,18,74,11.43874058863792,Average
1409,10010,PhD,Divorced,36957.0,1,1,43,9,0,1,152,11,71,11.605749486652977,High
1410,618,PhD,Married,69389.0,0,1,17,4,0,0,797,22,47,11.301848049281315,Low
1411,9121,Graduation,Married,80134.0,1,0,40,6,0,1,1690,16,52,10.661190965092402,High
1412,361,Master,Married,43142.0,1,1,84,7,0,0,20,4,55,9.911019849418206,Low
1413,4310,Graduation,Married,80589.0,0,0,25,1,0,1,1428,21,80,9.984941820670773,Low
1414,2678,Graduation,Single,34412.0,1,0,62,9,0,0,209,11,34,10.924024640657084,High
1415,6376,Graduation,Single,57537.0,1,0,83,4,0,0,545,19,45,10.28062970568104,High
1416,524,Basic,Together,22634.0,0,0,47,8,0,0,96,6,58,11.000684462696784,High
1417,10341,Graduation,Together,51315.0,0,0,45,2,0,0,222,10,76,9.897330595482547,Average
1418,5654,Graduation,Married,36026.0,2,1,34,6,0,0,61,7,52,9.839835728952773,Average
1419,4098,Graduation,Married,24639.0,1,1,3,6,0,0,44,9,51,9.96851471594798,Low
1420,5824,PhD,Together,34578.0,2,1,1,6,0,0,8,4,52,9.201916495550993,Average
1421,7000,2n Cycle,Single,65704.0,0,0,18,1,0,0,817,23,52,10.261464750171116,Low
1422,2561,Graduation,Single,63810.0,0,1,45,8,0,0,1371,23,58,11.181382614647502,Average
1423,5229,PhD,Together,54132.0,0,1,81,7,0,0,42,5,55,9.91649555099247,Average
1424,4086,Graduation,Married,18690.0,0,0,77,8,0,0,60,5,65,11.052703627652292,Low
1425,2428,Graduation,Married,28164.0,1,0,23,7,0,0,78,9,54,10.784394250513348,Average
1426,8254,PhD,Married,34596.0,1,0,48,8,0,0,23,4,50,10.76249144421629,Average
1427,2836,PhD,Married,43269.0,1,0,61,8,0,0,19,4,52,10.335386721423683,Low
1428,8418,2n Cycle,Single,38741.0,1,1,60,7,0,0,61,7,66,9.801505817932922,High
1429,1362,Graduation,Single,31907.0,0,0,75,7,0,0,449,14,52,10.789869952087612,Average
1430,7152,Master,Married,27100.0,1,0,64,7,0,0,37,5,41,10.704996577686517,Low
1431,10033,2n Cycle,Divorced,31163.0,1,0,54,6,0,0,38,5,51,9.924709103353868,High
1432,9349,Graduation,Married,92533.0,0,0,84,2,0,0,1131,23,39,10.078028747433265,Average
1433,274,Graduation,Single,34853.0,1,1,75,6,0,0,34,7,51,10.067077344284737,High
1434,3388,Graduation,Divorced,70844.0,1,1,16,7,0,0,294,17,57,10.21492128678987,Average
1435,922,2n Cycle,Married,31086.0,1,1,79,8,0,0,48,6,45,10.784394250513348,Low
1436,8588,Graduation,Married,60544.0,1,1,92,6,0,0,289,15,63,11.394934976043805,Low
1437,2518,2n Cycle,Together,20491.0,0,0,16,7,0,0,30,4,38,10.976043805612594,High
1438,574,Graduation,Married,42523.0,0,0,96,2,0,0,125,7,60,9.735797399041752,High
1439,3220,Graduation,Married,39922.0,1,0,30,8,0,0,156,9,41,10.921286789869953,Low
1440,5967,Graduation,Together,33402.0,1,1,60,8,0,0,70,9,72,10.499657768651609,Low
1441,1183,Master,Married,36408.0,1,1,11,6,0,0,22,4,75,10.321697467488022,Average
1442,6856,Graduation,Together,21645.0,1,0,75,9,0,1,65,9,45,11.85763175906913,Low
1443,4530,Master,Widow,78427.0,0,0,36,3,0,1,1930,23,76,11.23066392881588,Average
1444,1553,Graduation,Together,82657.0,0,0,71,4,0,0,2283,23,78,10.30527036276523,High
1445,4682,Graduation,Married,51876.0,0,0,88,1,0,0,310,13,66,10.255989048596852,High
1446,8204,2n Cycle,Married,78041.0,0,0,93,2,0,0,1319,18,53,11.085557837097879,High
1447,5221,Graduation,Married,52852.0,0,1,93,8,0,0,879,26,67,12.013689253935661,Average
1448,1232,PhD,Together,70038.0,0,0,54,2,0,0,1244,17,42,10.22861054072553,Average
1449,1927,2n Cycle,Together,69401.0,0,1,41,2,0,0,690,17,51,9.820670773442847,Low
1450,5788,Graduation,Together,46053.0,1,0,46,5,0,0,209,12,52,10.913073237508556,Average
1451,6652,Graduation,Married,77343.0,0,0,28,1,0,0,1134,17,59,9.363449691991786,Low
1452,6246,Graduation,Single,73892.0,0,0,40,1,0,1,1507,23,71,10.17659137577002,Low
1453,5975,PhD,Single,40304.0,1,0,82,7,0,0,57,6,57,10.297056810403832,Low
1454,6875,PhD,Together,32727.0,0,0,38,8,0,0,529,17,59,11.38672142368241,Low
1455,4399,Graduation,Together,68695.0,0,0,3,2,0,0,1091,16,55,9.56331279945243,Low
1456,4042,Graduation,Divorced,43300.0,0,1,87,8,0,1,180,11,53,11.260780287474333,High
1457,2157,Graduation,Together,26290.0,1,1,49,6,0,0,77,10,52,10.127310061601642,High
1458,10133,Graduation,Single,93790.0,0,0,16,2,0,1,2349,25,54,9.125256673511293,Average
1459,2525,PhD,Married,38410.0,0,0,65,6,0,1,534,18,50,11.340177960301164,Average
1460,8233,Master,Widow,64866.0,0,1,9,5,0,0,556,21,74,9.973990417522245,Average
1461,9483,Graduation,Together,57957.0,0,1,24,3,1,0,637,25,65,10.412046543463381,Average
1462,2945,PhD,Together,46015.0,1,1,25,7,0,0,46,5,69,9.763175906913073,Average
1463,10403,Graduation,Together,16531.0,1,0,43,7,0,0,44,9,46,9.582477754962355,Low
1464,5074,Master,Married,28072.0,1,0,10,7,0,0,47,5,38,10.444900752908966,Low
1465,10524,Master,Divorced,49476.0,0,1,29,2,0,0,795,22,61,10.576317590691307,Low
1466,4690,Graduation,Married,50725.0,0,1,45,8,0,0,586,21,71,10.924024640657084,Average
1467,7521,Graduation,Together,83844.0,0,0,57,1,0,0,1574,20,72,10.116358658453114,Low
1468,7196,PhD,Married,41145.0,1,1,20,3,0,0,13,4,74,9.45927446954141,High
1469,4406,Graduation,Together,67419.0,0,1,29,5,0,0,1471,25,54,11.000684462696784,Average
1470,9672,2n Cycle,Married,23162.0,1,1,82,6,0,0,65,8,54,10.072553045859001,High
1471,4864,Graduation,Married,34380.0,1,0,68,8,0,0,175,12,47,10.94592744695414,Low
1472,4706,Graduation,Single,34704.0,0,1,65,5,0,0,40,5,58,10.72416153319644,Average
1473,4070,PhD,Married,94871.0,0,2,99,7,0,1,1078,18,55,12.021902806297057,Average
1474,25,Graduation,Married,65148.0,0,1,9,4,0,0,1115,21,66,11.16769336071184,Low
1475,3697,Graduation,Together,39898.0,0,1,20,7,0,0,134,9,70,10.124572210814511,High
1476,217,Master,Single,64857.0,0,0,78,4,0,0,1540,23,68,11.148528405201917,Low
1477,4220,PhD,Married,59892.0,0,1,26,3,0,0,87,7,54,10.929500342231348,Low
1478,5286,Master,Single,41020.0,0,0,68,3,0,0,217,10,37,10.220396988364135,Low
1479,9559,PhD,Married,57072.0,0,1,79,5,0,0,1034,27,63,9.979466119096509,Low
1480,2849,Graduation,Single,60474.0,0,1,25,7,0,0,1180,31,45,11.033538672142368,Low
1481,7787,Graduation,Together,62807.0,0,1,83,5,0,0,819,23,64,11.378507871321013,Low
1482,3102,2n Cycle,Together,19414.0,1,0,32,8,0,0,32,5,43,10.25325119780972,Average
1483,5868,Graduation,Married,19107.0,1,0,49,7,0,0,46,6,44,10.403832991101986,Low
1484,8370,2n Cycle,Together,75484.0,0,1,50,4,0,0,1159,18,48,11.939767282683095,Average
1485,9988,Master,Single,70379.0,0,1,84,4,0,0,860,25,48,10.874743326488707,Low
1486,2939,Master,Together,79419.0,0,0,96,2,0,0,1631,15,54,9.571526351813826,Average
1487,5529,PhD,Together,64014.0,2,1,56,7,0,0,444,22,78,9.281314168377824,Average
1488,9743,Graduation,Married,76998.0,0,1,85,6,0,0,1910,29,69,10.209445585215606,High
1489,5763,Master,Together,49854.0,1,0,63,6,0,0,380,18,52,10.26694045174538,Low
1490,3478,PhD,Married,60585.0,1,1,17,5,0,1,736,30,53,10.565366187542779,Low
1491,7494,PhD,Divorced,42873.0,1,1,11,8,0,0,269,15,74,10.986995208761122,High
1492,1763,Graduation,Together,87679.0,0,0,62,4,0,1,2524,29,36,10.47501711156742,High
1493,7250,Graduation,Together,57867.0,1,0,48,6,0,0,612,25,46,11.017111567419576,High
1494,2005,Graduation,Married,35765.0,1,0,86,6,0,0,75,8,34,10.179329226557153,Average
1495,10770,Graduation,Married,65492.0,0,0,73,2,0,0,1045,26,65,9.973990417522245,Average
1496,6885,Graduation,Divorced,32952.0,1,0,36,7,0,0,55,6,47,11.011635865845312,High
1497,2072,PhD,Together,53374.0,0,1,34,9,0,1,1064,21,55,11.419575633127995,High
1498,9463,Graduation,Together,71706.0,0,1,16,5,0,0,1443,25,65,11.175906913073238,High
